match_id,home_team,away_team,home_elo,away_elo,elo_diff,home_form5,away_form5,form_diff,home_avg_goals,away_avg_goals,home_avg_conceded,away_avg_conceded,home_possession_avg,away_possession_avg,home_shots_avg,away_shots_avg,opponent_style_home,opponent_style_away,home_strategy_used,away_strategy_used,home_formation_used,away_formation_used,result,goal_diff
8745,Team_14,Team_7,1577,1830,-253,14,4,10,1.06,2.12,1.65,1.03,51.96,47.71,7.74,14.69,Defensive,Possession,Low Block,High Press,5-3-2,4-3-3,Away Win,0.03
8746,Team_18,Team_10,1546,1487,59,8,10,-2,1.58,0.77,1.38,1.4,55.78,44.48,7.39,14.95,Counter,Possession,Balanced,Balanced,4-2-3-1,4-2-3-1,Draw,0.18
8747,Team_15,Team_8,1892,1401,491,14,1,13,0.95,2.38,0.87,1.96,50.59,44.98,17.44,13.85,Counter,Defensive,High Press,Low Block,4-3-3,5-3-2,Home Win,-1.01
8748,Team_13,Team_12,1897,1828,69,7,2,5,0.97,0.74,1.83,1.56,61.75,36.38,13.86,6.59,Defensive,Counter,Balanced,Balanced,4-2-3-1,4-2-3-1,Away Win,-0.59
8749,Team_20,Team_3,1430,1843,-413,5,7,-2,1.13,1.17,0.88,1.0,52.09,51.47,15.03,17.17,Defensive,Defensive,Low Block,High Press,5-3-2,4-3-3,Away Win,0.13
8750,Team_13,Team_6,1754,1575,179,4,5,-1,2.41,2.78,1.83,0.83,40.61,54.78,9.76,18.33,Possession,Possession,High Press,Low Block,4-3-3,5-3-2,Home Win,1.58
8751,Team_11,Team_8,1723,1829,-106,3,7,-4,0.82,2.13,0.75,1.15,45.15,52.62,15.94,13.86,Defensive,Possession,Balanced,Balanced,4-2-3-1,4-2-3-1,Home Win,-0.33
8752,Team_1,Team_13,1631,1912,-281,7,13,-6,1.42,2.53,1.05,0.98,45.26,57.62,9.57,12.64,Defensive,Counter,Low Block,High Press,5-3-2,4-3-3,Away Win,0.44
8753,Team_4,Team_14,1938,1558,380,2,10,-8,0.76,2.17,1.53,1.72,56.04,44.23,6.44,17.32,Defensive,Attacking,High Press,Low Block,4-3-3,5-3-2,Home Win,-0.96
8754,Team_9,Team_2,1761,1812,-51,10,1,9,0.94,2.02,0.63,1.98,59.77,38.29,18.37,18.39,Possession,Defensive,Balanced,Balanced,4-2-3-1,4-2-3-1,Home Win,-1.04
8755,Team_5,Team_3,1661,1918,-257,5,3,2,0.65,1.34,1.73,1.94,50.42,50.09,19.52,12.37,Attacking,Counter,Low Block,High Press,5-3-2,4-3-3,Away Win,-1.29
8756,Team_7,Team_9,1784,1746,38,7,12,-5,0.62,1.05,1.96,2.1,56.64,40.95,9.75,13.08,Counter,Possession,Balanced,Balanced,4-2-3-1,4-2-3-1,Away Win,-1.48
8757,Team_14,Team_7,1538,1712,-174,4,0,4,1.49,1.24,1.16,0.9,44.3,57.54,9.64,17.62,Counter,Defensive,Low Block,High Press,5-3-2,4-3-3,Away Win,0.59
8758,Team_18,Team_14,1766,1664,102,11,6,5,2.13,2.0,0.69,0.97,40.41,60.49,14.63,12.66,Possession,Defensive,Balanced,Balanced,4-2-3-1,4-2-3-1,Away Win,1.16
8759,Team_7,Team_12,1597,1842,-245,6,10,-4,0.86,1.6,1.55,2.16,60.78,38.36,10.9,6.19,Defensive,Defensive,Low Block,High Press,5-3-2,4-3-3,Away Win,-1.3
8760,Team_10,Team_9,1839,1560,279,11,6,5,2.75,2.15,1.27,1.96,44.44,54.45,10.13,19.94,Possession,Attacking,High Press,Low Block,4-3-3,5-3-2,Home Win,0.79
8761,Team_12,Team_4,1753,1599,154,8,6,2,1.14,0.81,1.34,1.08,51.43,47.2,17.97,13.6,Counter,Counter,High Press,Low Block,4-3-3,5-3-2,Home Win,0.06
8762,Team_9,Team_10,1718,1479,239,2,9,-7,1.41,1.16,2.15,1.26,50.24,53.16,16.6,18.88,Counter,Defensive,High Press,Low Block,4-3-3,5-3-2,Home Win,0.15
8763,Team_4,Team_15,1552,1405,147,14,11,3,0.52,1.88,1.32,1.3,45.85,55.12,6.24,12.07,Defensive,Attacking,High Press,Low Block,4-3-3,5-3-2,Home Win,-0.78
8764,Team_9,Team_10,1856,1863,-7,0,6,-6,1.67,2.67,2.11,1.43,61.71,38.34,12.89,6.53,Counter,Counter,Balanced,Balanced,4-2-3-1,4-2-3-1,Away Win,0.24
8765,Team_10,Team_6,1667,1973,-306,12,5,7,1.04,1.37,1.7,1.16,51.1,50.3,8.67,18.14,Counter,Possession,Low Block,High Press,5-3-2,4-3-3,Away Win,-0.12
8766,Team_10,Team_13,1676,1795,-119,7,3,4,1.18,1.99,0.97,1.77,42.62,55.45,13.95,14.86,Attacking,Counter,Counter Attack,Balanced,4-4-2,4-2-3-1,Home Win,-0.59
8767,Team_12,Team_3,1404,1732,-328,9,12,-3,2.42,2.76,0.98,1.32,52.66,43.98,15.35,13.23,Defensive,Attacking,Low Block,High Press,5-3-2,4-3-3,Away Win,1.1
8768,Team_4,Team_14,1954,1441,513,12,4,8,0.68,2.72,2.1,0.53,53.51,42.14,17.1,6.69,Defensive,Attacking,High Press,Low Block,4-3-3,5-3-2,Home Win,0.15
8769,Team_20,Team_6,1595,1860,-265,5,0,5,0.55,0.54,0.73,0.82,64.73,32.85,12.4,6.41,Counter,Possession,Low Block,High Press,5-3-2,4-3-3,Away Win,-0.27
8770,Team_6,Team_19,1808,1715,93,0,4,-4,2.59,1.26,1.31,1.71,58.58,36.76,6.27,10.5,Counter,Possession,Balanced,Balanced,4-2-3-1,4-2-3-1,Draw,0.88
8771,Team_9,Team_15,1856,1417,439,11,10,1,1.98,2.21,2.16,2.03,41.48,56.91,14.61,17.98,Possession,Defensive,High Press,Low Block,4-3-3,5-3-2,Home Win,-0.05
8772,Team_20,Team_20,1592,1690,-98,9,11,-2,0.93,1.48,0.6,0.57,50.04,51.44,15.95,13.46,Defensive,Counter,Balanced,Balanced,4-2-3-1,4-2-3-1,Home Win,0.36
8773,Team_19,Team_4,1720,1585,135,9,0,9,1.43,1.99,1.06,0.61,59.37,45.35,10.0,10.03,Possession,Counter,High Press,Low Block,4-3-3,5-3-2,Away Win,0.82
8774,Team_2,Team_15,1401,1541,-140,4,14,-10,2.59,0.86,1.83,1.3,57.03,42.72,7.1,17.76,Counter,Defensive,Low Block,High Press,5-3-2,4-3-3,Home Win,1.29
8775,Team_12,Team_3,1644,1787,-143,5,9,-4,1.37,1.65,1.4,0.87,46.87,50.16,16.31,19.5,Counter,Attacking,Low Block,High Press,5-3-2,4-3-3,Draw,0.5
8776,Team_16,Team_19,1460,1935,-475,8,2,6,2.18,1.2,1.39,1.54,59.29,41.15,15.18,10.49,Defensive,Counter,Low Block,High Press,5-3-2,4-3-3,Away Win,0.64
8777,Team_11,Team_15,1644,1625,19,7,2,5,1.08,0.75,1.88,1.62,60.32,41.86,13.07,19.17,Defensive,Defensive,Balanced,Balanced,4-2-3-1,4-2-3-1,Home Win,-0.54
8778,Team_7,Team_3,1515,1555,-40,4,12,-8,2.49,2.12,1.94,1.17,55.83,43.05,10.6,14.26,Defensive,Counter,Balanced,Balanced,4-2-3-1,4-2-3-1,Draw,1.32
8779,Team_9,Team_13,1641,1601,40,0,4,-4,2.42,1.82,0.62,1.12,40.09,60.86,19.65,17.58,Attacking,Attacking,Counter Attack,Counter Attack,4-4-2,4-4-2,Home Win,1.3
8780,Team_16,Team_18,1897,1908,-11,8,2,6,1.87,2.54,1.05,1.64,41.62,54.76,19.14,13.6,Counter,Defensive,Balanced,Balanced,4-2-3-1,4-2-3-1,Away Win,0.23
8781,Team_10,Team_7,1519,1673,-154,9,0,9,1.25,1.85,0.83,1.57,60.03,37.01,19.41,13.05,Possession,Defensive,Low Block,High Press,5-3-2,4-3-3,Away Win,-0.32
8782,Team_9,Team_14,1902,1694,208,5,11,-6,1.65,1.23,1.9,2.12,60.62,38.35,8.28,15.78,Attacking,Attacking,High Press,Low Block,4-3-3,5-3-2,Home Win,-0.47
8783,Team_14,Team_19,1983,1528,455,8,6,2,0.59,0.79,1.15,1.35,47.26,52.61,19.42,7.08,Attacking,Possession,High Press,Low Block,4-3-3,5-3-2,Home Win,-0.76
8784,Team_1,Team_13,1552,1941,-389,11,8,3,2.0,2.73,1.28,0.66,60.7,36.95,18.67,7.15,Possession,Attacking,Low Block,High Press,5-3-2,4-3-3,Away Win,1.34
8785,Team_15,Team_10,1977,1746,231,9,7,2,2.52,1.0,1.82,0.65,43.95,52.87,6.6,12.78,Possession,Defensive,High Press,Low Block,4-3-3,5-3-2,Home Win,1.87
8786,Team_3,Team_17,1960,1656,304,6,1,5,1.14,0.69,1.74,1.03,46.18,55.73,12.19,8.86,Attacking,Defensive,High Press,Low Block,4-3-3,5-3-2,Home Win,0.11
8787,Team_13,Team_11,1448,1989,-541,1,10,-9,1.58,0.58,1.38,0.54,63.69,33.06,18.96,19.3,Possession,Attacking,Low Block,High Press,5-3-2,4-3-3,Away Win,1.04
8788,Team_9,Team_15,1670,1619,51,14,13,1,1.78,1.31,1.89,1.01,51.28,49.46,6.49,14.52,Attacking,Possession,Counter Attack,Balanced,4-4-2,4-2-3-1,Home Win,0.77
8789,Team_1,Team_4,1589,1557,32,14,3,11,0.96,0.88,1.95,0.64,43.83,52.08,19.41,7.47,Attacking,Counter,Counter Attack,Balanced,4-4-2,4-2-3-1,Away Win,0.32
8790,Team_11,Team_1,1916,1742,174,1,11,-10,0.91,1.3,1.03,1.73,49.85,50.44,16.87,12.91,Attacking,Defensive,High Press,Low Block,4-3-3,5-3-2,Home Win,-0.82
8791,Team_14,Team_2,1605,1475,130,6,10,-4,2.14,0.71,2.16,0.65,55.9,39.33,13.24,7.34,Defensive,Defensive,High Press,Low Block,4-3-3,5-3-2,Home Win,1.49
8792,Team_2,Team_6,1956,1790,166,12,2,10,2.46,1.37,0.91,1.83,63.58,39.17,7.76,10.48,Attacking,Counter,High Press,Low Block,4-3-3,5-3-2,Home Win,0.63
8793,Team_18,Team_20,1412,1941,-529,14,5,9,1.96,1.04,1.42,1.7,59.67,43.34,16.85,7.92,Possession,Defensive,Low Block,High Press,5-3-2,4-3-3,Away Win,0.26
8794,Team_5,Team_4,1993,1753,240,6,3,3,2.1,1.58,1.23,1.65,44.2,60.79,13.62,14.32,Possession,Defensive,High Press,Low Block,4-3-3,5-3-2,Home Win,0.45
8795,Team_13,Team_3,1798,1770,28,6,7,-1,2.03,1.29,1.29,0.93,59.3,43.07,17.35,15.84,Defensive,Attacking,Balanced,Counter Attack,4-2-3-1,4-4-2,Away Win,1.1
8796,Team_12,Team_2,1770,1790,-20,10,2,8,1.39,1.04,1.4,2.03,58.45,39.22,11.57,6.73,Counter,Counter,Balanced,Balanced,4-2-3-1,4-2-3-1,Home Win,-0.64
8797,Team_20,Team_20,1771,1847,-76,13,14,-1,2.17,2.48,1.23,0.81,46.53,52.92,15.09,13.6,Possession,Possession,Balanced,Balanced,4-2-3-1,4-2-3-1,Draw,1.36
8798,Team_2,Team_2,1749,1785,-36,6,2,4,1.74,0.85,2.18,0.81,55.06,45.63,6.92,19.95,Possession,Counter,Balanced,Balanced,4-2-3-1,4-2-3-1,Home Win,0.93
8799,Team_3,Team_9,1968,1576,392,5,11,-6,2.24,1.4,1.64,0.88,63.06,32.35,6.28,18.11,Attacking,Counter,High Press,Low Block,4-3-3,5-3-2,Home Win,1.36
8800,Team_13,Team_1,1880,1732,148,4,4,0,1.18,2.37,0.83,2.17,59.79,35.33,13.7,11.54,Counter,Defensive,High Press,Low Block,4-3-3,5-3-2,Draw,-0.99
8801,Team_16,Team_6,1866,1714,152,1,3,-2,1.69,1.56,0.96,1.66,41.18,56.63,15.26,6.47,Possession,Defensive,High Press,Low Block,4-3-3,5-3-2,Home Win,0.03
8802,Team_12,Team_19,1636,1773,-137,2,6,-4,2.79,2.59,1.28,1.04,58.33,40.02,6.49,13.24,Defensive,Possession,Low Block,High Press,5-3-2,4-3-3,Home Win,1.75
8803,Team_17,Team_11,1583,1761,-178,4,9,-5,2.25,1.82,1.09,1.21,41.96,54.28,11.87,8.12,Counter,Defensive,Low Block,High Press,5-3-2,4-3-3,Away Win,1.04
8804,Team_11,Team_16,1749,1584,165,10,3,7,1.78,1.63,0.62,0.64,45.14,58.62,7.56,16.11,Counter,Possession,High Press,Low Block,4-3-3,5-3-2,Home Win,1.14
8805,Team_16,Team_20,1627,1881,-254,6,0,6,2.27,2.35,0.55,1.41,44.66,59.23,12.51,11.82,Possession,Defensive,Low Block,High Press,5-3-2,4-3-3,Away Win,0.86
8806,Team_11,Team_11,1726,1740,-14,12,6,6,2.78,0.66,0.57,0.95,49.16,49.72,8.68,19.15,Defensive,Defensive,Balanced,Balanced,4-2-3-1,4-2-3-1,Home Win,1.83
8807,Team_16,Team_20,1695,1569,126,7,12,-5,2.47,1.45,0.73,1.85,52.02,49.05,18.83,14.01,Possession,Possession,High Press,Low Block,4-3-3,5-3-2,Away Win,0.62
8808,Team_15,Team_14,1639,1876,-237,10,14,-4,1.04,1.42,0.63,2.19,55.42,41.04,7.82,12.77,Defensive,Possession,Low Block,High Press,5-3-2,4-3-3,Away Win,-1.15
8809,Team_10,Team_4,1779,1551,228,4,1,3,2.39,2.64,0.69,1.13,53.87,48.33,11.49,10.47,Attacking,Possession,High Press,Low Block,4-3-3,5-3-2,Home Win,1.26
8810,Team_7,Team_20,1488,1638,-150,10,13,-3,0.86,2.2,2.01,1.45,58.42,41.8,13.87,14.08,Attacking,Counter,Low Block,High Press,5-3-2,4-3-3,Away Win,-0.59
8811,Team_11,Team_1,1549,1798,-249,6,7,-1,1.46,0.64,1.32,0.71,59.98,36.73,18.64,18.44,Counter,Attacking,Low Block,High Press,5-3-2,4-3-3,Away Win,0.75
8812,Team_19,Team_2,1973,1623,350,1,6,-5,1.33,2.53,1.15,1.46,64.28,37.7,17.15,12.43,Counter,Defensive,High Press,Low Block,4-3-3,5-3-2,Home Win,-0.13
8813,Team_14,Team_1,1452,1837,-385,3,1,2,1.86,1.27,1.45,1.55,46.53,50.83,18.47,15.06,Defensive,Counter,Low Block,High Press,5-3-2,4-3-3,Away Win,0.31
8814,Team_14,Team_20,1896,1930,-34,10,13,-3,2.13,0.55,2.06,1.72,49.81,54.51,6.78,16.56,Defensive,Counter,Balanced,Balanced,4-2-3-1,4-2-3-1,Away Win,0.41
8815,Team_1,Team_20,1562,1998,-436,0,1,-1,1.51,1.64,1.52,0.72,51.38,45.12,17.03,10.58,Possession,Possession,Low Block,High Press,5-3-2,4-3-3,Away Win,0.79
8816,Team_12,Team_10,1576,1829,-253,3,0,3,2.77,2.42,1.26,1.91,56.92,42.17,6.39,18.79,Possession,Defensive,Low Block,High Press,5-3-2,4-3-3,Away Win,0.86
8817,Team_16,Team_11,1957,1817,140,3,9,-6,1.85,2.01,0.62,1.45,47.41,53.27,14.46,7.03,Possession,Possession,High Press,Low Block,4-3-3,5-3-2,Home Win,0.4
8818,Team_2,Team_3,1656,1780,-124,9,13,-4,2.22,1.77,1.54,0.54,61.6,42.43,14.73,19.83,Attacking,Defensive,Low Block,High Press,5-3-2,4-3-3,Home Win,1.68
8819,Team_6,Team_5,1579,1684,-105,6,5,1,2.03,0.63,1.15,1.77,59.92,39.24,8.27,12.99,Counter,Defensive,Balanced,Balanced,4-2-3-1,4-2-3-1,Draw,0.26
8820,Team_10,Team_4,1618,1714,-96,6,3,3,2.25,1.79,1.43,1.9,55.3,41.16,18.12,12.74,Possession,Counter,Balanced,Balanced,4-2-3-1,4-2-3-1,Away Win,0.35
8821,Team_9,Team_12,1655,1421,234,9,13,-4,0.56,1.62,1.4,1.65,44.85,55.86,7.53,9.74,Attacking,Defensive,High Press,Low Block,4-3-3,5-3-2,Home Win,-1.09
8822,Team_12,Team_20,1835,1906,-71,7,8,-1,2.15,2.03,0.83,2.2,55.65,42.62,11.5,18.87,Counter,Attacking,Balanced,Counter Attack,4-2-3-1,4-4-2,Away Win,-0.05
8823,Team_13,Team_12,1534,1741,-207,13,12,1,1.29,1.72,0.77,0.59,50.09,53.87,18.98,17.65,Defensive,Counter,Low Block,High Press,5-3-2,4-3-3,Away Win,0.7
8824,Team_6,Team_9,1625,1418,207,12,12,0,1.71,2.06,1.62,0.96,48.45,56.23,11.97,15.08,Defensive,Counter,High Press,Low Block,4-3-3,5-3-2,Home Win,0.75
8825,Team_19,Team_11,1639,1506,133,4,13,-9,1.99,2.64,0.85,1.41,45.86,50.17,16.81,14.58,Defensive,Possession,High Press,Low Block,4-3-3,5-3-2,Draw,0.58
8826,Team_14,Team_12,1577,1504,73,0,14,-14,0.69,2.08,1.53,1.2,61.52,36.98,17.52,14.31,Attacking,Possession,Counter Attack,Balanced,4-4-2,4-2-3-1,Away Win,-0.51
8827,Team_16,Team_9,1984,1958,26,8,5,3,1.93,1.55,1.07,0.8,40.02,61.74,18.04,10.92,Counter,Possession,Balanced,Balanced,4-2-3-1,4-2-3-1,Home Win,1.13
8828,Team_11,Team_3,1868,1513,355,1,7,-6,1.07,1.62,1.63,1.99,60.17,43.52,19.96,9.67,Counter,Defensive,High Press,Low Block,4-3-3,5-3-2,Home Win,-0.92
8829,Team_18,Team_10,1539,1490,49,0,0,0,2.34,1.08,0.57,1.25,47.61,50.25,16.15,8.07,Defensive,Defensive,Balanced,Balanced,4-2-3-1,4-2-3-1,Draw,1.09
8830,Team_19,Team_2,1912,1510,402,9,6,3,1.85,2.64,1.98,1.98,42.99,58.97,11.61,12.43,Possession,Possession,High Press,Low Block,4-3-3,5-3-2,Home Win,-0.13
8831,Team_6,Team_6,1607,1530,77,9,11,-2,2.29,1.9,1.32,1.95,60.52,38.44,6.58,18.96,Attacking,Possession,Counter Attack,Balanced,4-4-2,4-2-3-1,Draw,0.34
8832,Team_20,Team_9,1944,1556,388,12,2,10,1.01,0.75,0.99,1.93,54.25,41.67,19.54,13.55,Possession,Defensive,High Press,Low Block,4-3-3,5-3-2,Home Win,-0.92
8833,Team_7,Team_20,1765,1735,30,6,14,-8,1.58,1.14,1.04,1.63,58.67,43.67,17.44,6.61,Possession,Counter,Balanced,Balanced,4-2-3-1,4-2-3-1,Home Win,-0.05
8834,Team_19,Team_19,1521,1495,26,10,1,9,1.95,1.02,1.65,0.95,57.55,45.63,18.6,11.72,Possession,Possession,Balanced,Balanced,4-2-3-1,4-2-3-1,Draw,1.0
8835,Team_2,Team_8,1509,1691,-182,4,3,1,0.89,0.78,1.18,1.77,60.35,43.0,11.99,6.53,Attacking,Defensive,Low Block,High Press,5-3-2,4-3-3,Away Win,-0.88
8836,Team_15,Team_1,1846,1897,-51,13,6,7,2.61,0.8,0.56,0.5,62.51,40.71,19.48,15.8,Counter,Counter,Balanced,Balanced,4-2-3-1,4-2-3-1,Home Win,2.11
8837,Team_3,Team_11,1991,1566,425,6,10,-4,2.32,2.5,1.98,1.02,44.75,51.73,15.02,6.98,Attacking,Counter,High Press,Low Block,4-3-3,5-3-2,Home Win,1.3
8838,Team_10,Team_5,1923,1407,516,0,3,-3,1.65,2.19,2.18,1.76,63.36,35.63,18.57,16.18,Attacking,Defensive,High Press,Low Block,4-3-3,5-3-2,Home Win,-0.11
8839,Team_16,Team_11,1981,1433,548,11,4,7,1.8,1.19,0.54,1.74,64.48,37.8,7.18,14.82,Possession,Counter,High Press,Low Block,4-3-3,5-3-2,Home Win,0.06
8840,Team_7,Team_20,1776,1799,-23,4,10,-6,2.76,1.93,2.17,1.57,56.72,45.88,17.25,18.3,Defensive,Counter,Balanced,Balanced,4-2-3-1,4-2-3-1,Home Win,1.19
8841,Team_8,Team_11,1499,1711,-212,7,2,5,1.41,1.32,1.16,1.79,41.55,61.45,9.01,8.26,Possession,Possession,Low Block,High Press,5-3-2,4-3-3,Away Win,-0.38
8842,Team_14,Team_3,1730,1474,256,8,4,4,1.53,2.19,1.27,1.47,62.85,39.28,19.96,7.07,Defensive,Counter,High Press,Low Block,4-3-3,5-3-2,Home Win,0.06
8843,Team_14,Team_6,1467,1440,27,13,10,3,0.75,2.72,1.94,1.37,45.51,51.35,7.79,8.71,Counter,Defensive,Balanced,Balanced,4-2-3-1,4-2-3-1,Away Win,-0.62
8844,Team_17,Team_12,1502,1457,45,3,7,-4,0.95,2.08,1.04,1.8,45.77,50.67,14.93,14.63,Attacking,Counter,Counter Attack,Balanced,4-4-2,4-2-3-1,Home Win,-0.85
8845,Team_8,Team_7,1438,1463,-25,10,9,1,0.97,2.6,1.41,1.19,60.49,35.02,15.46,8.06,Defensive,Attacking,Balanced,Counter Attack,4-2-3-1,4-4-2,Draw,-0.22
8846,Team_3,Team_3,1703,1971,-268,12,5,7,1.8,1.94,0.78,1.93,53.62,46.63,13.57,6.87,Counter,Possession,Low Block,High Press,5-3-2,4-3-3,Away Win,-0.13
8847,Team_15,Team_5,1573,1594,-21,12,4,8,0.99,1.61,0.99,1.71,53.34,42.59,14.4,7.91,Possession,Possession,Balanced,Balanced,4-2-3-1,4-2-3-1,Home Win,-0.72
8848,Team_12,Team_20,1837,1483,354,5,12,-7,0.51,2.77,1.58,1.56,63.33,32.95,6.39,15.56,Defensive,Possession,High Press,Low Block,4-3-3,5-3-2,Home Win,-1.05
8849,Team_17,Team_2,1924,1886,38,12,14,-2,0.96,1.02,0.58,2.19,64.56,30.55,9.79,6.29,Defensive,Defensive,Balanced,Balanced,4-2-3-1,4-2-3-1,Away Win,-1.23
8850,Team_20,Team_3,1830,1808,22,11,3,8,0.68,0.52,0.96,0.97,47.26,55.76,10.02,14.83,Counter,Attacking,Balanced,Counter Attack,4-2-3-1,4-4-2,Away Win,-0.29
8851,Team_13,Team_2,1461,1684,-223,1,11,-10,1.1,1.74,1.47,0.91,54.77,48.9,10.64,19.07,Possession,Attacking,Low Block,High Press,5-3-2,4-3-3,Away Win,0.19
8852,Team_8,Team_2,1625,1892,-267,1,5,-4,2.59,1.06,1.63,1.27,42.44,60.09,10.59,11.04,Defensive,Defensive,Low Block,High Press,5-3-2,4-3-3,Away Win,1.32
8853,Team_10,Team_3,1999,1825,174,14,10,4,1.44,0.84,0.69,1.39,63.84,39.18,8.48,14.23,Counter,Counter,High Press,Low Block,4-3-3,5-3-2,Home Win,0.05
8854,Team_14,Team_14,1593,1920,-327,8,8,0,0.69,2.55,0.92,1.35,45.22,50.26,13.18,12.09,Counter,Defensive,Low Block,High Press,5-3-2,4-3-3,Away Win,-0.66
8855,Team_1,Team_20,1829,1792,37,2,3,-1,1.68,2.34,1.77,2.15,52.51,48.81,9.41,16.81,Attacking,Defensive,Counter Attack,Balanced,4-4-2,4-2-3-1,Away Win,-0.47
8856,Team_16,Team_18,1669,1713,-44,3,8,-5,1.22,1.42,0.6,0.53,55.0,42.06,11.08,7.12,Defensive,Attacking,Balanced,Counter Attack,4-2-3-1,4-4-2,Home Win,0.69
8857,Team_3,Team_2,1692,1673,19,6,3,3,1.72,2.24,1.2,1.06,47.12,57.06,19.17,14.12,Attacking,Defensive,Counter Attack,Balanced,4-4-2,4-2-3-1,Away Win,0.66
8858,Team_14,Team_16,1848,1965,-117,12,6,6,0.76,0.66,1.75,0.64,40.6,63.9,8.59,17.82,Defensive,Possession,Balanced,Balanced,4-2-3-1,4-2-3-1,Draw,0.12
8859,Team_15,Team_8,1428,1838,-410,10,1,9,2.36,2.66,1.87,1.1,44.24,55.8,6.08,19.28,Possession,Possession,Low Block,High Press,5-3-2,4-3-3,Away Win,1.26
8860,Team_15,Team_13,1993,1489,504,14,4,10,1.24,0.59,1.96,1.76,42.03,59.95,12.34,7.82,Possession,Counter,High Press,Low Block,4-3-3,5-3-2,Home Win,-0.52
8861,Team_10,Team_11,1530,1642,-112,13,5,8,2.59,0.6,2.09,0.65,40.9,59.92,14.55,8.77,Counter,Counter,Balanced,Balanced,4-2-3-1,4-2-3-1,Draw,1.94
8862,Team_9,Team_17,1779,1495,284,12,13,-1,2.77,1.95,0.59,0.56,50.74,44.63,7.46,16.55,Attacking,Defensive,High Press,Low Block,4-3-3,5-3-2,Home Win,2.21
8863,Team_9,Team_7,1678,1732,-54,1,5,-4,2.46,0.9,1.8,1.52,61.41,41.12,6.0,6.85,Attacking,Counter,Counter Attack,Balanced,4-4-2,4-2-3-1,Away Win,0.94
8864,Team_2,Team_5,1796,1751,45,6,1,5,1.87,2.73,1.16,0.8,48.5,49.21,17.88,9.72,Counter,Attacking,Balanced,Counter Attack,4-2-3-1,4-4-2,Home Win,1.07
8865,Team_19,Team_11,1518,1984,-466,3,10,-7,2.33,1.42,1.55,0.85,41.88,55.46,17.48,15.63,Possession,Defensive,Low Block,High Press,5-3-2,4-3-3,Away Win,1.48
8866,Team_2,Team_18,1776,1805,-29,3,5,-2,1.38,2.49,0.83,1.57,54.95,47.88,9.21,14.8,Counter,Defensive,Balanced,Balanced,4-2-3-1,4-2-3-1,Home Win,-0.19
8867,Team_8,Team_7,1529,1644,-115,4,3,1,1.38,1.02,1.6,1.96,58.47,38.52,7.83,18.94,Defensive,Defensive,Balanced,Balanced,4-2-3-1,4-2-3-1,Away Win,-0.58
8868,Team_12,Team_3,1959,1410,549,0,12,-12,2.51,0.69,1.58,1.41,44.39,52.99,13.29,18.05,Attacking,Defensive,High Press,Low Block,4-3-3,5-3-2,Home Win,1.1
8869,Team_11,Team_1,1545,1870,-325,13,9,4,1.9,1.11,2.02,2.16,43.64,56.61,10.22,11.51,Counter,Counter,Low Block,High Press,5-3-2,4-3-3,Away Win,-0.26
8870,Team_13,Team_9,1432,1474,-42,8,7,1,0.68,1.39,2.18,1.28,49.26,53.35,18.46,15.27,Possession,Attacking,Balanced,Counter Attack,4-2-3-1,4-4-2,Home Win,-0.6
8871,Team_14,Team_1,1729,1691,38,0,6,-6,1.46,0.74,1.41,0.82,56.7,45.88,14.23,9.9,Attacking,Possession,Counter Attack,Balanced,4-4-2,4-2-3-1,Home Win,0.64
8872,Team_4,Team_11,1531,1525,6,8,0,8,0.81,2.25,1.43,0.69,54.77,48.81,12.33,17.63,Possession,Possession,Balanced,Balanced,4-2-3-1,4-2-3-1,Draw,0.12
8873,Team_10,Team_17,1747,1592,155,10,13,-3,1.8,2.55,1.54,1.24,54.91,47.56,9.85,8.0,Attacking,Counter,High Press,Low Block,4-3-3,5-3-2,Home Win,0.56
8874,Team_4,Team_14,1484,1456,28,3,11,-8,0.82,2.23,1.68,1.91,58.79,40.4,8.2,16.0,Possession,Possession,Balanced,Balanced,4-2-3-1,4-2-3-1,Home Win,-1.09
8875,Team_9,Team_5,1950,1435,515,14,5,9,1.69,1.26,1.38,0.55,48.84,51.0,8.11,11.7,Counter,Defensive,High Press,Low Block,4-3-3,5-3-2,Home Win,1.14
8876,Team_2,Team_6,1639,1521,118,2,0,2,0.53,1.92,1.8,0.51,40.14,63.52,9.89,13.36,Possession,Possession,Balanced,Balanced,4-2-3-1,4-2-3-1,Home Win,0.02
8877,Team_19,Team_11,1597,1541,56,13,13,0,1.79,0.96,1.79,1.47,48.05,53.87,8.12,11.14,Counter,Attacking,Balanced,Counter Attack,4-2-3-1,4-4-2,Draw,0.32
8878,Team_12,Team_6,1995,1463,532,4,0,4,1.93,1.71,1.27,1.31,43.68,55.66,16.54,18.55,Possession,Defensive,High Press,Low Block,4-3-3,5-3-2,Home Win,0.62
8879,Team_8,Team_12,1717,1484,233,1,14,-13,1.9,1.15,2.16,0.95,53.25,50.16,9.04,6.95,Attacking,Defensive,High Press,Low Block,4-3-3,5-3-2,Home Win,0.95
8880,Team_4,Team_6,1413,1496,-83,5,6,-1,0.75,0.69,1.62,2.09,63.12,39.97,11.24,14.0,Defensive,Possession,Balanced,Balanced,4-2-3-1,4-2-3-1,Draw,-1.34
